conversation_id,timestamp,message,author
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:32:43,And your zip code? [LOCATION].,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:32:55,That was [LOCATION].,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:33:21,"And you're in [LOCATION], is that correct?",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:33:44,Yes.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:35:11,Okay.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:35:25,And who is your auto insurance provider? [ORGANIZATION] [ORGANIZATION].,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:35:29,How long you been with them?,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:36:57,About [DURATION] [DURATION].,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:38:16,Okay.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:38:33,And what do you currently pay per [DURATION] for your insurance? [MONEY_AMOUNT].,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:38:51,Okay.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:39:13,Do you own your home?,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:39:31,No. Okay.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:39:56,And could you please confirm your date of birth for me? [DATE_OF_BIRTH] [DATE_OF_BIRTH]. [DATE_OF_BIRTH].,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:40:22,"It was [DATE_OF_BIRTH] [DATE_OF_BIRTH] [DATE_OF_BIRTH], correct?",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:41:18,Yes.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:42:44,Okay.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:42:48,"In the past [DURATION] [DURATION], have you had eduis sr22s or at fault accidents?",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:43:36,I've had a car accident [DURATION] [DURATION] ago.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:44:47,Okay.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:45:01,"But no DUIs or SR22s, right?",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:45:22,No. Okay.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:45:30,Have you or your [MARITAL_STATUS] ever honorably served in [ORGANIZATION] [ORGANIZATION] [ORGANIZATION]?,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:45:51,No. Okay.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:46:24,"Thanks, [PERSON_NAME].",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:46:50,That's all the information I need.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:46:57,I'm searching now for your best match.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:47:27,"Also, while your consent is not required to receive a quote, may we have your permission to send you automated text messages to this number to ensure you are satisfied with the coverage options you receive and provide you with other quote options?",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:47:31,Okay.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:47:37,Okay.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:48:05,Thank you.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:48:18,"One moment, [PERSON_NAME].",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:48:38,It should take [DURATION] [DURATION] [DURATION] [DURATION] to go to the coverage options available.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:48:56,And I'm showing that [ORGANIZATION] [ORGANIZATION] is your best available option.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:49:25,So one moment while I connect you to them to get your quote.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:49:59,Okay.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:51:12,Okay.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:51:28,Thank you.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:52:51,Thank you.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:53:49,Please stay on the line while we connect you.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:54:19,"Hello, I have [PERSON_NAME] on the line looking for auto insurance in [LOCATION].",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:54:43,"One moment for a brief introduction. [PERSON_NAME], thank you for holding. [PERSON_NAME] [PERSON_NAME] [PERSON_NAME] online from [ORGANIZATION] [ORGANIZATION].",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:55:02,You both have a great day and both be safe.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:55:41,Thank you.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:56:02,Thank you.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:57:23,"How you doing, [PERSON_NAME]?",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:57:26,My name is [PERSON_NAME] [PERSON_NAME].,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:57:29,I work here with [ORGANIZATION] [ORGANIZATION] [ORGANIZATION].,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:57:35,"As she was stating to me, you're looking for an auto insurance quote today.",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:57:44,Yes.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:59:14,"All right, let's take a look here.",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:59:29,I'm just waiting for some of your information.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:59:32,"If you hear me repeating things, I have to make sure everything's correct.",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 19:59:57,We're dealing with insurance and motor vehicles right now is not.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:00:13,Not the fun place to go to right now.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:00:17,So got to make sure everything's right.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:00:51,Okay.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:01:13,True.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:01:30,"All right, let's take a look here.",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:01:43,She just send it to me.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:02:05,All right.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:02:20,So I Have your first name as [PERSON_NAME] and last name? [PERSON_NAME].,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:03:00,Yes.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:04:10,Alrighty. [PERSON_NAME].,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:04:33,And what's your date of birth? [DATE_OF_BIRTH].,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:04:42,And what's your marital status? [MARITAL_STATUS].,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:05:07,And what's your full address?,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:06:14,"In [LOCATION], [LOCATION].",Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:07:09,What's your full address?,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:07:12,It's [LOCATION]. [LOCATION] [LOCATION].,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:08:10,All right.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:08:33,I need a physical with this.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:09:15,Yeah.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:09:58,Excuse me.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:10:16,Is [LOCATION] [LOCATION] [LOCATION]?,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:10:23,"All right, let me repeat this back to you. [LOCATION] [LOCATION] [LOCATION].",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:10:39,Yes.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:12:09,And I have your zip code here as [LOCATION].,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:12:29,Yes.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:12:49,"Is there apartment number, anything like that, or it's a house?",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:13:27,Just the [LOCATION]. [LOCATION].,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:14:02,Yeah.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:14:29,All right.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:14:48,And then I have your phone number.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:15:09,If we get disconnected. [PHONE_NUMBER].,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:15:36,Yes.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:15:53,Put this in.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:16:07,"And do you have an email address? [PERSON_NAME] [EMAIL_ADDRESS]. all right, let me repeat this back to you.",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:16:22,"If you like my price, this is how you'll receive your ID Cards and paperwork.",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:16:39,So I have [PERSON_NAME] [PERSON_NAME] [EMAIL_ADDRESS] [EMAIL_ADDRESS]. [EMAIL_ADDRESS].,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:17:01,Yes.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:17:06,"Okay, so we're going to be running an insurance score today.",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:17:09,Is that okay?,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:18:39,Not sure what that is.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:19:32,All right.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:19:41,"An insurance score is basically, it looks up to see your previous insurance.",Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:19:45,What kind of vehicle is pretty much.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:20:10,It's not running your credit.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:20:24,Okay.,Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:21:49,Already.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:22:09,And so I have a name that keeps popping up. [PERSON_NAME] [PERSON_NAME].,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:22:16,Does she live with you?,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:22:31,"No, she is my oldest daughter.",Customer
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:23:31,Okay.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:23:57,All right.,Agent
2020-09-25-15-57-56_b2f0ff4b-e1b8-49ee-a741-086830f8c6a0_v2N9_WZepSU6Kg8FnsmhKtepfTEnTYuunOqHzV1Ae-YfAP6ANVwYmDug,2025-02-27 20:24:16,She lives elsewhere.,Agent
